TICKER,NAME,SECTOR,average Volume (10 Day),market cap,BETA,
FOUR,Shift4 Payments Inc,Finance,"1,796,980",$6B (Small),1.63,NYS
RHI,Robert Half Inc,Technology,"1,797,200",$3B (Small),0.87,NYS
BARK,Bark Inc,Consumer Products,"1,798,080",$106M (Micro),1.89,NYS
BMRN,BioMarin Pharmaceutical Inc,Healthcare,"1,798,910",$11B (Mid),0.26,NASDAQ
CM,Canadian Imperial Bank of Commerce,Finance,"1,799,460",$84B (Large),1.04,NYS
INTR,Inter & Co Inc,Finance,"1,800,710",$4B (Small),1.17,NASDAQ
ES,Eversource Energy,Energy/Utilities,"1,801,730",$25B (Mid),0.78,NYS
CTMX,CytomX Therapeutics Inc,Healthcare,"1,804,680",$737M (Micro),2.43,NASDAQ
BWA,Borgwarner Inc,Auto/Travel/Shipping,"1,806,030",$10B (Mid),1.09,NYS
ARMK,Aramark,Food/Beverages/Shopping,"1,806,550",$10B (Mid),1.09,NYS
IRM,Iron Mountain Inc,Real Estate,"1,810,380",$26B (Mid),1.18,NYS
YETI,Yeti Holdings Inc,Consumer Products,"1,810,940",$4B (Small),1.77,NYS
TDUP,ThredUp Inc,Food/Beverages/Shopping,"1,813,950",$751M (Micro),1.73,NASDAQ
IONS,Ionis Pharmaceuticals Inc,Healthcare,"1,815,710",$13B (Mid),0.29,NASDAQ
LTH,Life Time Group Holdings Inc,Sports/Fitness,"1,816,180",$6B (Small),1.68,NYS
TRU,TransUnion,Finance,"1,817,580",$17B (Mid),1.7,NYS
DLR,Digital Realty Trust Inc,Real Estate,"1,828,130",$54B (Large),1.14,NYS
PENG,Penguin Solutions Inc,Technology,"1,830,790",$1B (Micro),2.23,NASDAQ
TTI,Tetra Technologies Inc,Energy/Utilities,"1,831,460",$1B (Micro),1.25,NYS
BGC,Bgc Group Inc,Finance,"1,832,080",$4B (Small),1.04,NASDAQ
EDIT,Editas Medicine Inc,Healthcare,"1,834,030",$202M (Micro),2.15,NASDAQ
REAX,Real Brokerage Inc,Real Estate,"1,839,060",$873M (Micro),1.05,NASDAQ
KD,Kyndryl Holdings Inc,Technology,"1,839,710",$6B (Small),1.93,NYS
RNA,Avidity Biosciences Inc,Healthcare,"1,840,090",$11B (Mid),0.93,NASDAQ
SMFG,Sumitomo Mitsui Financial Group Inc,Finance,"1,840,270",$129B (Large),0.39,NYS
CHD,Church & Dwight Co Inc,Food/Beverages/Shopping,"1,843,870",$21B (Mid),0.46,NYS
CXAI,CXApp Inc,Technology,"1,843,940",$11M (Micro),0.88,NASDAQ
RLAY,Relay Therapeutics Inc,Healthcare,"1,845,710",$1B (Micro),1.6,NASDAQ
IR,Ingersoll Rand Inc,Manufacturing/Construction,"1,845,760",$34B (Mid),1.32,NYS
DRH,Diamondrock Hospitality Co,Real Estate,"1,848,300",$2B (Micro),1.04,NASDAQ
PD,PagerDuty Inc,Technology,"1,848,860",$1B (Micro),0.66,NYS
EQH,Equitable Holdings Inc,Finance,"1,853,430",$14B (Mid),1.12,NYS
CNX,CNX Resources Corp,Energy/Utilities,"1,855,430",$5B (Small),0.66,NYS
HUYA,HUYA Inc,Communication Services,"1,856,610",$775M (Micro),0.79,NYS
RCKT,Rocket Pharmaceuticals Inc,Healthcare,"1,860,800",$404M (Micro),0.48,NASDAQ
CCO,Clear Channel Outdoor Holdings Inc,Entertainment,"1,868,440",$1B (Micro),2.31,NYS
SPRY,ARS Pharmaceuticals Inc,Healthcare,"1,871,550",$1B (Micro),0.79,NASDAQ
ATEC,Alphatec Holdings Inc,Healthcare,"1,872,850",$3B (Small),1.03,NASDAQ
PFGC,Performance Food Group Co,Food/Beverages/Shopping,"1,875,290",$14B (Mid),0.93,NYS
COLB,Columbia Banking System Inc,Finance,"1,879,520",$9B (Mid),0.59,NASDAQ
DNOW,DNOW Inc,Manufacturing/Construction,"1,879,620",$3B (Small),0.79,NYS
VVV,Valvoline Inc,Auto/Travel/Shipping,"1,883,910",$4B (Small),1.2,NYS
A,Agilent Technologies Inc,Healthcare,"1,884,040",$42B (Large),1.3,NYS
ATYR,aTyr Pharma Inc,Healthcare,"1,885,100",$70M (Micro),0.59,NASDAQ
UGI,UGI Corp,Energy/Utilities,"1,887,430",$8B (Mid),1.09,NYS
BGS,B&G Foods Inc,Food/Beverages/Shopping,"1,893,000",$334M (Micro),0.51,NYS
WOOF,Petco Health and Wellness Company Inc,Food/Beverages/Shopping,"1,895,890",$944M (Micro),1.72,NASDAQ
NVX,NOVONIX Ltd,Technology,"1,897,290",$313M (Micro),2.68,NASDAQ
AKAM,Akamai Technologies Inc,Technology,"1,901,160",$13B (Mid),0.7,NASDAQ
TOI,Oncology Institute Inc,Healthcare,"1,901,890",$411M (Micro),0.18,NASDAQ
MMC,Marsh & McLennan Companies Inc,Finance,"1,902,670",$91B (Large),0.74,NYS
MGNI,Magnite Inc,Technology,"1,906,860",$2B (Small),2.38,NASDAQ
LAB,Standard BioTools Inc,Healthcare,"1,914,090",$592M (Micro),1.3,NASDAQ
ELVN,Enliven Therapeutics Inc,Healthcare,"1,926,310",$2B (Micro),0.37,NASDAQ
GH,Guardant Health Inc,Healthcare,"1,928,110",$14B (Mid),1.64,NASDAQ
GTX,Garrett Motion Inc,Govt/Defense/Space,"1,929,700",$4B (Small),0.33,NASDAQ
STT,State Street Corp,Finance,"1,934,850",$37B (Mid),1.44,NYS
TGTX,TG Therapeutics Inc,Healthcare,"1,935,050",$5B (Small),1.85,NASDAQ
ADMA,ADMA Biologics Inc,Healthcare,"1,937,900",$4B (Small),0.48,NASDAQ
WSC,WillScot Holdings Corp,Manufacturing/Construction,"1,939,110",$4B (Small),1.12,NASDAQ
UDMY,Udemy Inc,Education,"1,942,760",$835M (Micro),1.72,NASDAQ
GNTX,Gentex Corp,Auto/Travel/Shipping,"1,945,190",$5B (Small),0.77,NASDAQ
DEI,Douglas Emmett Inc,Real Estate,"1,945,790",$2B (Micro),1.16,NYS
EFC,Ellington Financial Inc,Finance,"1,946,550",$1B (Micro),0.95,NYS
CENX,Century Aluminum Co,Manufacturing/Construction,"1,947,860",$4B (Small),2.25,NASDAQ
HAIN,Hain Celestial Group Inc,Food/Beverages/Shopping,"1,949,490",$107M (Micro),0.62,NASDAQ
OKTA,Okta Inc,Technology,"1,951,070",$16B (Mid),0.77,NASDAQ
VNOM,Viper Energy Inc,Energy/Utilities,"1,951,310",$13B (Mid),0.49,NASDAQ
LYV,Live Nation Entertainment Inc,Entertainment,"1,953,900",$34B (Mid),1.18,NYS
HWM,Howmet Aerospace Inc,Auto/Travel/Shipping,"1,954,510",$88B (Large),1.26,NYS
TWLO,Twilio Inc,Technology,"1,955,280",$20B (Mid),1.32,NYS
OSS,One Stop Systems Inc,Technology,"1,955,560",$198M (Micro),0.97,NASDAQ
VSCO,Victoria's Secret & Co,Consumer Products,"1,957,390",$5B (Small),2.31,NYS
IMNM,Immunome Inc,Healthcare,"1,964,190",$2B (Small),2.32,NASDAQ
MNMD,Mind Medicine (MindMed) Inc,Healthcare,"1,965,150",$1B (Micro),2.62,NASDAQ
NET,Cloudflare Inc,Technology,"1,965,920",$64B (Large),1.96,NYS
BRKR,Bruker Corp,Healthcare,"1,965,930",$8B (Mid),1.19,NASDAQ
CLS,Celestica Inc,Technology,"1,967,690",$35B (Mid),1.87,NYS
ETR,Entergy Corp,Energy/Utilities,"1,967,970",$42B (Large),0.64,NYS
RELX,RELX PLC,Technology,"1,968,570",$79B (Large),0.77,NYS
CPRI,Capri Holdings Ltd,Food/Beverages/Shopping,"1,968,860",$3B (Small),1.45,NYS
HOLX,Hologic Inc,Healthcare,"1,973,300",$17B (Mid),0.72,NASDAQ
SEMR,SEMrush Holdings Inc,Technology,"1,976,160",$2B (Micro),1.55,NYS
BXSL,Blackstone Secured Lending Fund,Finance,"1,976,570",$6B (Small),0.45,NYS
BLND,Blend Labs Inc,Technology,"1,976,820",$855M (Micro),1.25,NYS
OUST,Ouster Inc,Technology,"1,976,900",$2B (Micro),2.93,NASDAQ
BNL,Broadstone Net Lease Inc,Real Estate,"1,978,810",$3B (Small),1.02,NYS
TAK,Takeda Pharmaceutical Co Ltd,Healthcare,"1,979,410",$52B (Large),0.05,NYS
CMPX,Compass Therapeutics Inc,Healthcare,"1,980,870",$952M (Micro),1.26,NASDAQ
SGHC,SGHC Ltd,Entertainment,"1,982,420",$5B (Small),1.08,NYS
CYTK,Cytokinetics Inc,Healthcare,"1,983,620",$8B (Mid),0.54,NASDAQ
RLX,RLX Technology Inc,Technology,"1,991,140",$3B (Small),1.09,NYS
CERT,Certara Inc,Healthcare,"1,992,850",$1B (Micro),1.48,NASDAQ
BILL,BILL Holdings Inc,Technology,"1,995,380",$5B (Small),1.31,NYS
AVXL,Anavex Life Sciences Corp,Healthcare,"1,996,950",$382M (Micro),1.21,NASDAQ
LMT,Lockheed Martin Corp,Govt/Defense/Space,"1,996,970",$126B (Large),0.23,NYS
MAS,Masco Corp,Auto/Travel/Shipping,"1,998,880",$14B (Mid),1.28,NYS
HALO,Halozyme Therapeutics Inc,Healthcare,"2,009,210",$9B (Mid),0.97,NASDAQ
SFIX,Stitch Fix Inc,Food/Beverages/Shopping,"2,010,310",$668M (Micro),2.24,NASDAQ
DEO,Diageo PLC,Food/Beverages/Shopping,"2,012,040",$49B (Large),0.46,NYS
KRG,Kite Realty Group Trust,Real Estate,"2,012,560",$5B (Small),0.91,NYS
GS,Goldman Sachs Group Inc,Finance,"2,013,260",$282B (Large),1.33,NYS
DYN,Dyne Therapeutics Inc,Healthcare,"2,019,090",$3B (Small),1.3,NASDAQ
BOX,Box Inc,Technology,"2,020,040",$4B (Small),0.8,NYS
CAPT,Captivision Inc,Communication Services,"2,021,820",$13M (Micro),1.07,NASDAQ
ROST,Ross Stores Inc,Consumer Products,"2,022,220",$62B (Large),1,NASDAQ
PBI,Pitney Bowes Inc,Technology,"2,023,240",$2B (Micro),1.4,NYS
BSY,Bentley Systems Inc,Technology,"2,024,800",$12B (Mid),1.21,NASDAQ
TVTX,Travere Therapeutics Inc,Healthcare,"2,025,040",$3B (Small),0.83,NASDAQ
RUM,Rumble Inc,Entertainment,"2,026,320",$2B (Small),0.7,NASDAQ
AXP,American Express Co,Finance,"2,027,780",$259B (Large),1.15,NYS
PNC,PNC Financial Services Group Inc,Finance,"2,030,120",$85B (Large),0.99,NYS
UBS,UBS Group AG,Finance,"2,030,720",$149B (Large),1.12,NYS
VTGN,Vistagen Therapeutics Inc,Healthcare,"2,030,730",$26M (Micro),0.32,NASDAQ
OTIS,Otis Worldwide Corp,Manufacturing/Construction,"2,033,630",$35B (Mid),1.01,NYS
DB,Deutsche Bank AG,Finance,"2,039,700",$73B (Large),0.95,NYS
SNDL,SNDL Inc,Food/Beverages/Shopping,"2,039,780",$427M (Micro),0.82,NASDAQ
APLE,Apple Hospitality REIT Inc,Real Estate,"2,040,400",$3B (Small),0.85,NYS
FIS,Fidelity National Information Services Inc,Finance,"2,042,520",$35B (Mid),0.92,NYS
TREX,Trex Company Inc,Manufacturing/Construction,"2,042,680",$4B (Small),1.59,NYS
NOG,Northern Oil and Gas Inc,Energy/Utilities,"2,044,440",$2B (Small),1.02,NYS
PDYN,Palladyne AI Corp,Consumer Products,"2,050,530",$283M (Micro),3.82,NASDAQ
SRAD,Sportradar Group AG,Technology,"2,053,740",$6B (Small),2.01,NASDAQ
LQDA,Liquidia Corp,Healthcare,"2,060,640",$3B (Small),0.46,NASDAQ
AU,Anglogold Ashanti PLC,Gold/Precious Metals/Materials,"2,065,960",$47B (Large),0.6,NYS
CF,CF Industries Holdings Inc,Gold/Precious Metals/Materials,"2,066,860",$13B (Mid),0.7,NYS
AMGN,Amgen Inc,Healthcare,"2,069,630",$176B (Large),0.46,NASDAQ
UNIT,Uniti Group Inc (Delaware),Real Estate,"2,071,070",$2B (Micro),1.48,NASDAQ
CWH,Camping World Holdings Inc,Auto/Travel/Shipping,"2,073,160",$1B (Micro),2.12,NYS
LIN,Linde PLC,Gold/Precious Metals/Materials,"2,073,200",$207B (Large),0.84,NASDAQ
AIV,Apartment Investment and Management Co,Real Estate,"2,075,510",$854M (Micro),1.35,NYS
FTAI,FTAI Aviation Ltd,Govt/Defense/Space,"2,075,940",$25B (Mid),1.54,NASDAQ
BBIO,BridgeBio Pharma Inc,Healthcare,"2,081,300",$15B (Mid),1.13,NASDAQ
NWG,NatWest Group PLC,Finance,"2,081,470",$69B (Large),0.89,NYS
TPR,Tapestry Inc,Food/Beverages/Shopping,"2,082,710",$27B (Mid),1.65,NYS
AM,Antero Midstream Corp,Energy/Utilities,"2,090,330",$8B (Mid),0.78,NYS
SEI,Solaris Energy Infrastructure Inc,Energy/Utilities,"2,098,960",$4B (Small),1.15,NYS
VSTM,Verastem Inc,Healthcare,"2,100,220",$601M (Micro),0.42,NASDAQ
SHC,Sotera Health Co,Healthcare,"2,108,190",$5B (Small),1.83,NASDAQ
CRNX,Crinetics Pharmaceuticals Inc,Healthcare,"2,108,540",$5B (Small),0.2,NASDAQ
ADPT,Adaptive Biotechnologies Corp,Healthcare,"2,109,600",$2B (Small),2.18,NASDAQ
TRP,TC Energy Corp,Energy/Utilities,"2,110,240",$56B (Large),0.75,NYS
FSLR,First Solar Inc,Technology,"2,110,850",$26B (Mid),1.59,NASDAQ
ACH,Accendra Health Inc,Healthcare,"2,112,230",$190M (Micro),1.37,NYS
SYF,Synchrony Financial,Finance,"2,115,240",$31B (Mid),1.42,NYS
MMM,3M Co,Manufacturing/Construction,"2,120,520",$88B (Large),1.08,NYS
ROL,Rollins Inc,Manufacturing/Construction,"2,120,560",$29B (Mid),0.77,NYS
GDRX,GoodRx Holdings Inc,Healthcare,"2,124,100",$950M (Micro),1.51,NASDAQ
GNL,Global Net Lease Inc,Real Estate,"2,126,900",$2B (Micro),1.1,NYS
COO,Cooper Companies Inc,Healthcare,"2,127,260",$16B (Mid),1.03,NASDAQ
GLPI,Gaming and Leisure Properties Inc,Real Estate,"2,130,970",$13B (Mid),0.69,NASDAQ
LWLG,Lightwave Logic Inc,Technology,"2,132,360",$604M (Micro),3.04,NASDAQ
TRIP,Tripadvisor Inc,Auto/Travel/Shipping,"2,134,090",$2B (Micro),1.02,NASDAQ
DHR,Danaher Corp,Healthcare,"2,137,060",$168B (Large),0.92,NYS
INCY,Incyte Corp,Healthcare,"2,137,150",$21B (Mid),0.83,NASDAQ
GFI,Gold Fields Ltd,Gold/Precious Metals/Materials,"2,139,670",$41B (Mid),0.69,NYS
ASB,Associated Banc-Corp,Finance,"2,141,410",$4B (Small),0.81,NYS
HRTX,Heron Therapeutics Inc,Healthcare,"2,143,410",$255M (Micro),1.26,NASDAQ
APPS,Digital Turbine Inc,Technology,"2,144,790",$545M (Micro),2.27,NASDAQ
VERI,Veritone Inc,Technology,"2,148,130",$431M (Micro),2.13,NASDAQ
EVH,Evolent Health Inc,Healthcare,"2,152,720",$465M (Micro),0.27,NYS
EXAS,Exact Sciences Corp,Healthcare,"2,156,930",$19B (Mid),1.42,NASDAQ
EQR,Equity Residential,Real Estate,"2,157,920",$23B (Mid),0.76,NYS
NG,NovaGold Resources Inc,Gold/Precious Metals/Materials,"2,167,380",$4B (Small),0.83,NYS
JEF,Jefferies Financial Group Inc,Finance,"2,167,670",$13B (Mid),1.5,NYS
ACVA,ACV Auctions Inc,Auto/Travel/Shipping,"2,168,710",$2B (Micro),1.63,NYS
CMS,CMS Energy Corp,Energy/Utilities,"2,172,240",$21B (Mid),0.47,NYS
UL,Unilever PLC,Food/Beverages/Shopping,"2,173,110",$140B (Large),0.35,NYS
DV,DoubleVerify Holdings Inc,Technology,"2,179,530",$2B (Micro),0.98,NYS
MUR,Murphy Oil Corp,Energy/Utilities,"2,183,250",$5B (Small),0.78,NYS
ICE,Intercontinental Exchange Inc,Finance,"2,186,460",$95B (Large),1.03,NYS
SBRA,Sabra Health Care REIT Inc,Real Estate,"2,193,310",$5B (Small),0.65,NASDAQ
BALL,Ball Corp,Gold/Precious Metals/Materials,"2,194,680",$15B (Mid),1.13,NYS
GBDC,Golub Capital BDC Inc,Finance,"2,199,530",$4B (Small),0.45,NASDAQ
CAT,Caterpillar Inc,Manufacturing/Construction,"2,204,460",$289B (Large),1.57,NYS
AAP,Advance Auto Parts Inc,Auto/Travel/Shipping,"2,210,070",$3B (Small),1.18,NYS
AEM,Agnico Eagle Mines Ltd,Gold/Precious Metals/Materials,"2,212,650",$96B (Large),0.63,NYS
USFD,US Foods Holding Corp,Food/Beverages/Shopping,"2,215,320",$17B (Mid),1.02,NYS
TEF,Telefonica SA,Communication Services,"2,220,750",$22B (Mid),0.31,NYS
MPC,Marathon Petroleum Corp,Energy/Utilities,"2,220,840",$53B (Large),0.74,NYS
MDU,MDU Resources Group Inc,Energy/Utilities,"2,227,120",$4B (Small),0.82,NYS
TAL,TAL Education Group,Education,"2,237,990",$7B (Small),0.07,NYS
CLX,Clorox Co,Food/Beverages/Shopping,"2,239,080",$13B (Mid),0.59,NYS
CRWD,CrowdStrike Holdings Inc,Technology,"2,239,540",$119B (Large),1.03,NASDAQ
AMT,American Tower Corp,Real Estate,"2,245,360",$79B (Large),0.93,NYS
DNUT,Krispy Kreme Inc,Food/Beverages/Shopping,"2,247,740",$733M (Micro),1.32,NASDAQ
REXR,Rexford Industrial Realty Inc,Real Estate,"2,247,930",$9B (Mid),1.24,NYS
MODG,Topgolf Callaway Brands Corp,Sports/Fitness,"2,251,880",$3B (Small),0.97,NYS
MIR,Mirion Technologies Inc,Technology,"2,255,680",$7B (Small),0.97,NYS
FIGS,Figs Inc,Food/Beverages/Shopping,"2,265,920",$2B (Micro),1.3,NYS
UPWK,Upwork Inc,Technology,"2,267,340",$3B (Small),1.06,NASDAQ
ZM,Zoom Communications Inc,Technology,"2,272,180",$25B (Mid),0.9,NASDAQ
IRT,Independence Realty Trust Inc,Real Estate,"2,275,680",$4B (Small),1.01,NYS
UNP,Union Pacific Corp,Auto/Travel/Shipping,"2,277,660",$136B (Large),0.99,NYS
SMPL,Simply Good Foods Co,Food/Beverages/Shopping,"2,278,630",$2B (Micro),0.26,NASDAQ
EXEL,Exelixis Inc,Healthcare,"2,282,610",$12B (Mid),0.42,NASDAQ
BBBY,Bed Bath & Beyond Inc,Consumer Products,"2,285,580",$472M (Micro),3.01,NYS
APO,Apollo Global Management Inc,Finance,"2,299,760",$85B (Large),1.57,NYS
NOMD,Nomad Foods Ltd,Food/Beverages/Shopping,"2,303,870",$2B (Micro),0.7,NYS
EB,Eventbrite Inc,Entertainment,"2,308,690",$438M (Micro),1.4,NYS
INSM,Insmed Inc,Healthcare,"2,309,640",$38B (Mid),1.11,NASDAQ
CCI,Crown Castle Inc,Real Estate,"2,311,890",$36B (Mid),0.98,NYS
GAU,Galiano Gold Inc,Gold/Precious Metals/Materials,"2,314,530",$691M (Micro),0.87,NYS
BLMN,Bloomin' Brands Inc,Food/Beverages/Shopping,"2,314,740",$598M (Micro),1.15,NASDAQ
SRE,Sempra,Energy/Utilities,"2,334,110",$58B (Large),0.74,NYS
LEGN,Legend Biotech Corp,Healthcare,"2,337,160",$4B (Small),0.11,NASDAQ
APLS,Apellis Pharmaceuticals Inc,Healthcare,"2,340,270",$3B (Small),0.26,NASDAQ
INDI,indie Semiconductor Inc,Technology,"2,340,690",$870M (Micro),2.53,NASDAQ
CRK,Comstock Resources Inc,Energy/Utilities,"2,343,310",$6B (Small),0.38,NYS
LOW,Lowe's Companies Inc,Manufacturing/Construction,"2,344,700",$150B (Large),0.97,NYS
TXG,10X Genomics Inc,Healthcare,"2,353,410",$3B (Small),2.25,NASDAQ
SFM,Sprouts Farmers Market Inc,Food/Beverages/Shopping,"2,355,670",$8B (Small),0.75,NASDAQ
ARE,Alexandria Real Estate Equities Inc,Real Estate,"2,356,020",$9B (Mid),1.32,NYS
CC,Chemours Co,Gold/Precious Metals/Materials,"2,362,460",$2B (Small),1.63,NYS
FND,Floor & Decor Holdings Inc,Manufacturing/Construction,"2,364,780",$8B (Mid),1.75,NYS
TSN,Tyson Foods Inc,Food/Beverages/Shopping,"2,365,790",$20B (Mid),0.47,NYS
HNST,Honest Company Inc,Consumer Products,"2,369,270",$288M (Micro),2.29,NASDAQ
GROY,Gold Royalty Corp,Gold/Precious Metals/Materials,"2,371,210",$987M (Micro),0.99,NYS
COGT,Cogent Biosciences Inc,Healthcare,"2,385,190",$6B (Small),0.45,NASDAQ
BRO,Brown & Brown Inc,Finance,"2,387,210",$28B (Mid),0.79,NYS
GPRO,GoPro Inc,Technology,"2,387,840",$233M (Micro),1.73,NASDAQ
WELL,Welltower Inc,Real Estate,"2,391,190",$128B (Large),0.84,NYS
IVR,Invesco Mortgage Capital Inc,Real Estate,"2,391,280",$606M (Micro),1.71,NYS
PEG,Public Service Enterprise Group Inc,Energy/Utilities,"2,391,670",$39B (Mid),0.61,NYS
METC,Ramaco Resources Inc,Energy/Utilities,"2,400,580",$1B (Micro),1.46,NASDAQ
OI,O-I Glass Inc,Gold/Precious Metals/Materials,"2,401,330",$2B (Small),0.79,NYS
EMR,Emerson Electric Co,Energy/Utilities,"2,409,700",$81B (Large),1.26,NYS
ASPN,Aspen Aerogels Inc,Manufacturing/Construction,"2,412,850",$273M (Micro),3,NYS
W,Wayfair Inc,Consumer Products,"2,419,080",$15B (Mid),3.37,NYS
CUBE,CubeSmart,Real Estate,"2,422,180",$9B (Mid),1.13,NYS
VIPS,Vipshop Holdings Ltd,Food/Beverages/Shopping,"2,424,430",$9B (Mid),0.71,NYS
CIEN,Ciena Corp,Technology,"2,426,060",$32B (Mid),1.13,NYS
BILI,Bilibili Inc,Entertainment,"2,428,220",$10B (Mid),0.73,NASDAQ
OCUL,Ocular Therapeutix Inc,Healthcare,"2,432,810",$2B (Small),0.9,NASDAQ
ONB,Old National Bancorp,Finance,"2,436,890",$9B (Mid),0.84,NASDAQ
BTU,Peabody Energy Corp,Energy/Utilities,"2,441,700",$4B (Small),0.51,NYS
ENTG,Entegris Inc,Technology,"2,450,090",$16B (Mid),1.33,NASDAQ
APG,APi Group Corp,Manufacturing/Construction,"2,461,380",$18B (Mid),1.71,NYS
DINO,HF Sinclair Corp,Energy/Utilities,"2,464,470",$9B (Mid),0.85,NYS
PAYX,Paychex Inc,Finance,"2,469,280",$41B (Mid),0.89,NASDAQ
HR,Healthcare Realty Trust Inc,Real Estate,"2,470,830",$6B (Small),0.94,NYS
WDAY,Workday Inc,Technology,"2,472,000",$54B (Large),1.13,NASDAQ
VUZI,Vuzix Corp,Technology,"2,472,360",$265M (Micro),1.51,NASDAQ
TSHA,Taysha Gene Therapies Inc,Healthcare,"2,475,600",$1B (Micro),0.98,NASDAQ
WRB,W R Berkley Corp,Finance,"2,487,980",$26B (Mid),0.37,NYS
FOXA,Fox Corp,Entertainment,"2,488,890",$15B (Mid),0.52,NASDAQ
TEAM,Atlassian Corp,Technology,"2,489,790",$39B (Mid),0.88,NASDAQ
INO,Inovio Pharmaceuticals Inc,Healthcare,"2,495,170",$107M (Micro),1.73,NASDAQ
VTR,Ventas Inc,Real Estate,"2,495,210",$35B (Mid),0.79,NYS
NXPI,NXP Semiconductors NV,Technology,"2,496,730",$61B (Large),1.48,NASDAQ
COST,Costco Wholesale Corp,Food/Beverages/Shopping,"2,499,120",$411B (Large),1.01,NASDAQ
MUFG,Mitsubishi UFJ Financial Group Inc,Finance,"2,501,360",$194B (Large),0.38,NYS
SRPT,Sarepta Therapeutics Inc,Healthcare,"2,505,690",$2B (Small),0.39,NASDAQ
DLTR,Dollar Tree Inc,Food/Beverages/Shopping,"2,506,800",$26B (Mid),0.74,NASDAQ
NI,NiSource Inc,Energy/Utilities,"2,512,780",$20B (Mid),0.64,NYS
PSX,Phillips 66,Energy/Utilities,"2,516,790",$57B (Large),0.9,NYS
LLY,Eli Lilly and Co,Healthcare,"2,518,120",$1T (Large),0.39,NYS
ANNX,Annexon Inc,Healthcare,"2,522,520",$759M (Micro),1.18,NASDAQ
HOG,Harley-Davidson Inc,Auto/Travel/Shipping,"2,523,210",$3B (Small),1.4,NYS
REAL,RealReal Inc,Food/Beverages/Shopping,"2,523,830",$2B (Micro),2.66,NASDAQ
TER,Teradyne Inc,Technology,"2,525,280",$34B (Mid),1.83,NASDAQ
XRX,Xerox Holdings Corp,Technology,"2,530,370",$325M (Micro),1.75,NASDAQ
EVLV,Evolv Technologies Holdings Inc,Technology,"2,532,910",$1B (Micro),1.86,NASDAQ
MKC,McCormick & Company Inc,Food/Beverages/Shopping,"2,533,860",$17B (Mid),0.61,NYS
BRX,Brixmor Property Group Inc,Real Estate,"2,534,780",$8B (Mid),1.09,NYS
ALK,Alaska Air Group Inc,Auto/Travel/Shipping,"2,537,810",$6B (Small),1.21,NYS
AXL,American Axle & Manufacturing Holdings Inc,Auto/Travel/Shipping,"2,539,810",$929M (Micro),1.61,NYS
ACHC,Acadia Healthcare Company Inc,Healthcare,"2,542,170",$1B (Micro),0.89,NASDAQ
SANA,Sana Biotechnology Inc,Healthcare,"2,547,190",$1B (Micro),1.97,NASDAQ
CEG,Constellation Energy Corp,Energy/Utilities,"2,547,800",$107B (Large),1.14,NASDAQ
DECK,Deckers Outdoor Corp,Consumer Products,"2,548,950",$15B (Mid),1.15,NYS
DOCS,Doximity Inc,Healthcare,"2,553,300",$8B (Mid),1.39,NYS
MA,Mastercard Inc,Finance,"2,558,610",$517B (Large),0.84,NYS
NINE,Nine Energy Service Inc,Energy/Utilities,"2,562,770",$18M (Micro),2.22,NYS
ALHC,Alignment Healthcare Inc,Healthcare,"2,563,860",$4B (Small),1.16,NASDAQ
OLN,Olin Corp,Gold/Precious Metals/Materials,"2,577,570",$3B (Small),1.64,NYS
EL,Estee Lauder Companies Inc,Consumer Products,"2,583,020",$41B (Mid),1.14,NYS
KOPN,Kopin Corp,Technology,"2,583,430",$518M (Micro),2.93,NASDAQ
DOCU,DocuSign Inc,Technology,"2,587,740",$14B (Mid),1.01,NASDAQ
SYY,Sysco Corp,Food/Beverages/Shopping,"2,590,220",$36B (Mid),0.61,NYS
PTLO,Portillos Inc,Food/Beverages/Shopping,"2,590,430",$378M (Micro),1.76,NASDAQ
ETN,Eaton Corporation PLC,Energy/Utilities,"2,595,780",$126B (Large),1.19,NYS
WWR,Westwater Resources Inc,Gold/Precious Metals/Materials,"2,599,910",$119M (Micro),1.56,NYS
ROKU,Roku Inc,Entertainment,"2,606,210",$16B (Mid),1.99,NASDAQ
BCAB,Bioatla Inc,Healthcare,"2,609,080",$21M (Micro),1.08,NASDAQ
PAYO,Payoneer Global Inc,Technology,"2,613,730",$2B (Micro),1.03,NASDAQ
PNFP,Pinnacle Financial Partners Inc,Finance,"2,630,720",$15B (Mid),1.03,NYS
PAA,Plains All American Pipeline LP,Energy/Utilities,"2,632,520",$13B (Mid),0.56,NASDAQ
FSK,FS KKR Capital Corp,Finance,"2,633,340",$4B (Small),0.89,NYS
BNS,Bank of Nova Scotia,Finance,"2,635,180",$89B (Large),1.1,NYS
Z,Zillow Group Inc,Real Estate,"2,635,660",$13B (Mid),2.08,NASDAQ
AUTL,Autolus Therapeutics PLC,Healthcare,"2,638,500",$482M (Micro),1.97,NASDAQ
RELY,Remitly Global Inc,Technology,"2,642,600",$3B (Small),0.11,NASDAQ
CVNA,Carvana Co,Auto/Travel/Shipping,"2,646,880",$101B (Large),3.57,NYS
FLEX,Flex Ltd,Technology,"2,660,660",$23B (Mid),1.24,NASDAQ
CTVA,Corteva Inc,Gold/Precious Metals/Materials,"2,675,110",$46B (Large),0.75,NYS
SHLS,Shoals Technologies Group Inc,Technology,"2,677,280",$1B (Micro),1.7,NASDAQ
MFG,Mizuho Financial Group Inc,Finance,"2,687,350",$98B (Large),0.4,NYS
