TICKER,NAME,SECTOR,average Volume (10 Day),,market cap,BETA
SPCE,Virgin Galactic Holdings Inc,Industrials,"4,398,680",NYS,$201M (Micro),2.21
CLNE,Clean Energy Fuels Corp,Energy,"1,056,000",NASDAQ,$467M (Micro),2.21
NINE,Nine Energy Service Inc,Energy,"2,562,770",NYS,$18M (Micro),2.22
PENG,Penguin Solutions Inc,Technology,"1,830,790",NASDAQ,$1B (Micro),2.23
SFIX,Stitch Fix Inc,Consumer Discretionary,"2,010,310",NASDAQ,$668M (Micro),2.24
TWST,Twist Bioscience Corp,Healthcare,"1,174,810",NASDAQ,$2B (Small),2.24
TXG,10X Genomics Inc,Healthcare,"2,353,410",NASDAQ,$3B (Small),2.25
CENX,Century Aluminum Co,Basic Materials,"1,947,860",NASDAQ,$4B (Small),2.25
FATE,Fate Therapeutics Inc,Healthcare,"1,401,680",NASDAQ,$121M (Micro),2.25
SLS,Sellas Life Sciences Group Inc,Healthcare,"19,686,370",NASDAQ,$493M (Micro),2.27
PACB,Pacific Biosciences of California Inc,Healthcare,"7,391,350",NASDAQ,$586M (Micro),2.27
BFLY,Butterfly Network Inc,Healthcare,"3,808,600",NYS,$1B (Micro),2.27
OLPX,Olaplex Holdings Inc,Consumer Discretionary,"3,394,600",NASDAQ,$1B (Micro),2.27
APPS,Digital Turbine Inc,Technology,"2,144,790",NASDAQ,$545M (Micro),2.27
HNST,Honest Company Inc,Consumer Staples,"2,369,270",NASDAQ,$288M (Micro),2.29
GAP,Gap Inc,Consumer Discretionary,"8,677,700",NYS,$11B (Mid),2.3
NVDA,NVIDIA Corp,Technology,"144,349,470",NASDAQ,$4T (Large),2.31
VSCO,Victoria's Secret & Co,Consumer Discretionary,"1,957,390",NYS,$5B (Small),2.31
CCO,Clear Channel Outdoor Holdings Inc,Communication Services,"1,868,440",NYS,$1B (Micro),2.31
RKT,Rocket Companies Inc,Financials,"30,897,300",NYS,$66B (Large),2.32
IMNM,Immunome Inc,Healthcare,"1,964,190",NASDAQ,$2B (Small),2.32
BTDR,Bitdeer Technologies Group,Technology,"3,934,470",NASDAQ,$2B (Small),2.33
AEHR,Aehr Test Systems,Technology,"1,020,100",NASDAQ,$790M (Micro),2.33
JMIA,Jumia Technologies AG,Consumer Discretionary,"3,125,730",NYS,$2B (Micro),2.34
RUN,Sunrun Inc,Industrials,"6,008,490",NASDAQ,$4B (Small),2.36
UP,Wheels Up Experience Inc,Industrials,"3,351,200",NYS,$488M (Micro),2.36
MGNI,Magnite Inc,Technology,"1,906,860",NASDAQ,$2B (Small),2.38
DDD,3D Systems Corp,Industrials,"5,514,800",NYS,$340M (Micro),2.39
UPST,Upstart Holdings Inc,Financials,"4,598,760",NASDAQ,$5B (Small),2.39
OPAD,Offerpad Solutions Inc,Real Estate,"13,796,640",NYS,$81M (Micro),2.41
DHC,Diversified Healthcare Trust,Real Estate,"1,308,570",NASDAQ,$1B (Micro),2.41
PTON,Peloton Interactive Inc,Consumer Discretionary,"8,287,260",NASDAQ,$3B (Small),2.42
COMM,CommScope Holding Company Inc,Technology,"3,262,100",NASDAQ,$4B (Small),2.42
HIMS,Hims & Hers Health Inc,Healthcare,"13,901,410",NYS,$7B (Small),2.43
OMER,Omeros Corp,Healthcare,"4,479,640",NASDAQ,$886M (Micro),2.43
CTMX,CytomX Therapeutics Inc,Healthcare,"1,804,680",NASDAQ,$737M (Micro),2.43
PROP,Prairie Operating Co,Energy,"1,503,090",NASDAQ,$108M (Micro),2.43
INOD,Innodata Inc,Technology,"1,122,330",NASDAQ,$2B (Micro),2.43
HOOD,Robinhood Markets Inc,Financials,"19,029,760",NASDAQ,$104B (Large),2.44
BKSY,Blacksky Technology Inc,Technology,"1,404,530",NYS,$919M (Micro),2.44
ONDS,Ondas Holdings Inc,Technology,"98,521,620",NASDAQ,$5B (Small),2.47
RDW,Redwire Corp,Industrials,"19,944,010",NYS,$2B (Micro),2.47
CDXS,Codexis Inc,Healthcare,"1,045,770",NASDAQ,$148M (Micro),2.47
AUR,Aurora Innovation Inc,Technology,"19,312,780",NASDAQ,$9B (Mid),2.49
CCL,Carnival Corp,Consumer Discretionary,"15,702,250",NYS,$37B (Mid),2.49
APP,Applovin Corp,Technology,"3,272,870",NASDAQ,$219B (Large),2.49
ARHS,Arhaus Inc,Consumer Discretionary,"1,255,530",NASDAQ,$2B (Micro),2.51
CUK,Carnival PLC,Consumer Discretionary,"1,580,950",NYS,$5B (Small),2.52
QS,Quantumscape Corp,Consumer Discretionary,"11,936,590",NASDAQ,$6B (Small),2.53
INDI,indie Semiconductor Inc,Technology,"2,340,690",NASDAQ,$870M (Micro),2.53
OPTT,Ocean Power Technologies Inc,Energy,"20,034,210",NYS,$94M (Micro),2.54
QXO,QXO Inc,Industrials,"9,605,920",NYS,$17B (Mid),2.54
COMP,Compass Inc,Real Estate,"28,023,500",NYS,$7B (Small),2.55
BROS,Dutch Bros Inc,Consumer Discretionary,"2,697,330",NYS,$10B (Mid),2.55
ULCC,Frontier Group Holdings Inc,Industrials,"3,183,380",NASDAQ,$1B (Micro),2.56
JOBY,Joby Aviation Inc,Industrials,"24,365,090",NYS,$14B (Mid),2.58
EVGO,EVgo Inc,Consumer Discretionary,"3,294,570",NASDAQ,$942M (Micro),2.58
NVAX,Novavax Inc,Healthcare,"3,167,830",NASDAQ,$1B (Micro),2.58
HYLN,Hyliion Holdings Corp,Industrials,"1,202,550",NYS,$341M (Micro),2.58
HYMC,Hycroft Mining Holding Corporation,Basic Materials,"4,510,670",NASDAQ,$2B (Small),2.62
MNMD,Mind Medicine (MindMed) Inc,Healthcare,"1,965,150",NASDAQ,$1B (Micro),2.62
IONQ,IONQ Inc,Technology,"16,090,100",NYS,$18B (Mid),2.63
KOD,Kodiak Sciences Inc,Healthcare,"1,015,150",NASDAQ,$2B (Micro),2.64
CRDO,Credo Technology Group Holding Ltd,Technology,"5,510,310",NASDAQ,$27B (Mid),2.65
REAL,RealReal Inc,Consumer Discretionary,"2,523,830",NASDAQ,$2B (Micro),2.66
BYND,Beyond Meat Inc,Consumer Staples,"63,459,570",NASDAQ,$442M (Micro),2.67
XYZ,Block Inc,Technology,"5,001,800",NYS,$42B (Large),2.68
NVX,NOVONIX Ltd,Basic Materials,"1,897,290",NASDAQ,$313M (Micro),2.68
ASTS,AST SpaceMobile Inc,Communication Services,"18,316,850",NASDAQ,$35B (Mid),2.7
SHOP,Shopify Inc,Technology,"4,569,330",NASDAQ,$214B (Large),2.84
CAN,Canaan Inc,Technology,"14,465,770",NASDAQ,$536M (Micro),2.86
JANX,Janux Therapeutics Inc,Healthcare,"1,688,500",NASDAQ,$852M (Micro),2.87
SOUN,SoundHound AI Inc,Technology,"25,585,570",NASDAQ,$5B (Small),2.88
FLNC,Fluence Energy Inc,Industrials,"3,824,260",NASDAQ,$4B (Small),2.89
ORBS,Eightco Holdings Inc,Consumer Staples,"9,894,850",NASDAQ,$332M (Micro),2.93
KOPN,Kopin Corp,Technology,"2,583,430",NASDAQ,$518M (Micro),2.93
OUST,Ouster Inc,Technology,"1,976,900",NASDAQ,$2B (Micro),2.93
CIFR,Cipher Mining Inc,Financials,"20,565,600",NASDAQ,$7B (Small),2.96
CCCC,C4 Therapeutics Inc,Healthcare,"1,154,140",NASDAQ,$207M (Micro),2.98
ASPN,Aspen Aerogels Inc,Industrials,"2,412,850",NYS,$273M (Micro),3
BBBY,Bed Bath & Beyond Inc,Consumer Discretionary,"2,285,580",NYS,$472M (Micro),3.01
QSI,Quantum-Si Inc,Healthcare,"6,038,310",NASDAQ,$263M (Micro),3.04
LWLG,Lightwave Logic Inc,Technology,"2,132,360",NASDAQ,$604M (Micro),3.04
AMPX,Amprius Technologies Inc,Industrials,"5,767,220",NYS,$1B (Micro),3.06
PRCH,Porch Group Inc,Technology,"1,297,900",NASDAQ,$1B (Micro),3.07
JSPR,Jasper Therapeutics Inc,Healthcare,"1,214,940",NASDAQ,$42M (Micro),3.08
BE,Bloom Energy Corp,Industrials,"11,218,420",NYS,$32B (Mid),3.09
ACHR,Archer Aviation Inc,Industrials,"37,462,170",NYS,$6B (Small),3.12
NVTS,Navitas Semiconductor Corp,Technology,"25,899,030",NASDAQ,$2B (Small),3.17
LDI,loanDepot Inc,Financials,"4,940,340",NYS,$970M (Micro),3.18
TNYA,Tenaya Therapeutics Inc,Healthcare,"3,009,180",NASDAQ,$163M (Micro),3.19
BBAI,BigBear.ai Holdings Inc,Technology,"58,337,880",NYS,$3B (Small),3.22
CABA,Cabaletta Bio Inc,Healthcare,"1,726,780",NASDAQ,$202M (Micro),3.26
AAOI,Applied Optoelectronics Inc,Technology,"4,709,420",NASDAQ,$2B (Small),3.3
W,Wayfair Inc,Consumer Discretionary,"2,419,080",NYS,$15B (Mid),3.37
MVST,Microvast Holdings Inc,Industrials,"4,335,080",NASDAQ,$1B (Micro),3.38
SLAI,SOLAI Ltd,Technology,"1,710,950",NYS,$21M (Micro),3.39
QUBT,Quantum Computing Inc,Technology,"15,855,150",NASDAQ,$3B (Small),3.44
CLSK,CleanSpark Inc,Financials,"21,213,450",NASDAQ,$3B (Small),3.48
OCGN,Ocugen Inc,Healthcare,"3,877,340",NASDAQ,$468M (Micro),3.49
SKYT,Skywater Technology Inc,Technology,"2,702,420",NASDAQ,$1B (Micro),3.53
BHVN,Biohaven Ltd,Healthcare,"3,914,970",NYS,$1B (Micro),3.54
MSTR,Strategy Inc,Financials,"20,223,120",NASDAQ,$45B (Large),3.55
AFRM,Affirm Holdings Inc,Financials,"3,364,280",NASDAQ,$27B (Mid),3.57
CVNA,Carvana Co,Consumer Discretionary,"2,646,880",NYS,$101B (Large),3.57
OPEN,Opendoor Technologies Inc,Real Estate,"68,546,050",NASDAQ,$7B (Small),3.7
WULF,Terawulf Inc,Financials,"19,172,420",NASDAQ,$5B (Small),3.71
COIN,Coinbase Global Inc,Financials,"7,823,720",NASDAQ,$65B (Large),3.71
RIOT,Riot Platforms Inc,Financials,"13,958,930",NASDAQ,$6B (Small),3.73
ABTC,American Bitcoin Corp,Financials,"12,055,650",NASDAQ,$2B (Micro),3.79
PDYN,Palladyne AI Corp,Industrials,"2,050,530",NASDAQ,$283M (Micro),3.82
GLXY,Galaxy Digital Inc,Financials,"4,093,520",NASDAQ,$10B (Mid),3.85
BTBT,Bit Digital Inc,Financials,"33,407,550",NASDAQ,$709M (Micro),3.95
IREN,IREN Ltd,Financials,"29,696,130",NASDAQ,$13B (Mid),4.27
HUT,Hut 8 Corp,Financials,"5,039,310",NASDAQ,$7B (Small),4.31
DJT,Trump Media & Technology Group Corp,Communication Services,"10,015,980",NASDAQ,$4B (Small),4.62
FFAI,Faraday Future Intelligent Electric Inc,Consumer Discretionary,"7,170,280",NASDAQ,$185M (Micro),5.22
MARA,MARA Holdings Inc,Financials,"33,221,650",NASDAQ,$4B (Small),5.58
PGY,Pagaya Technologies Ltd,Financials,"3,039,270",NASDAQ,$2B (Micro),5.89
BKKT,Bakkt Holdings Inc,Financials,"1,564,140",NYS,$391M (Micro),5.94
APLD,Applied Digital Corp,Financials,"40,966,140",NASDAQ,$11B (Mid),7.29
